Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
47:48.0,0,0,0.31,109,0,0,30.44,0
47:48.1,0,0,0.31,90,0,0,30.44,0
47:48.2,0,0,0.31,75,0,0,30.44,0
47:48.3,0,0,0.31,68,0,0,30.44,0
47:48.4,0,0,0.31,57,0,0,30.44,0
47:48.6,0,0,0.31,47,0,0,30.44,0
47:48.6,0,0,0.31,43,0,0,30.44,0
47:48.8,0,0,0.31,35,0,0,30.44,0
47:48.9,0,0,0.31,31,0,0,30.44,0
47:49.0,0,0,0.31,27,0,0,30.44,0
47:49.2,0,0,0.31,19,0,0,30.44,0
47:49.5,0,0,0.31,13,0,0,30.44,0
47:49.5,0,0,0.31,12,0,0,30.44,0
47:49.7,0,0,0.31,10,0,0,30.44,0
47:49.8,0,0,0.31,8,0,0,30.44,0
47:49.9,0,0,0.31,7,0,0,30.44,0
47:49.9,0,0,0.31,6,0,0,30.44,0
47:50.2,0,0,0.31,4,0,0,30.44,0
47:50.3,0,0,0.31,4,0,0,30.44,0
47:50.5,0,0,0.3,3,0,0,30.44,0
47:50.6,0,0,0.3,2,0,0,30.44,0
47:50.7,0,0,0.29,2,0,0,30.44,0
47:50.8,0,0,0.29,2,0,0,30.44,0
47:50.9,0,0,0.3,2,0,0,30.44,0
47:51.2,0,0,0.29,1,0,0,30.44,0
47:51.3,0,0,0.29,1,0,0,30.44,0
47:51.4,0,0,0.3,1,0,0,30.44,0
47:51.5,0,0,0.29,1,0,0,30.44,0
47:51.6,0,0,0.3,0,0,0,30.44,0
47:51.7,0,0,0.3,0,0,0,30.44,0
47:51.9,0,0,0.29,0,0,0,30.44,0
47:51.9,0,0,0.29,0,0,0,30.44,0
47:52.1,0,0,0.29,0,0,0,30.44,0
47:52.2,0,0,0.3,0,0,0,30.44,0
47:52.3,0,0,0.3,0,0,0,30.44,0
47:52.4,0,0,0.3,0,0,0,30.44,0
47:52.5,0,0,0.3,0,0,0,30.44,0
47:52.7,0,0,0.31,0,0,0,30.44,0
47:52.7,0,0,0.29,0,0,0,30.44,0
47:53.0,0,0,0.3,0,0,0,30.44,0
47:53.0,0,0,0.31,0,0,0,30.44,0
47:53.1,0,0,0.3,0,0,0,30.44,0
47:53.3,0,0,0.3,0,0,0,30.44,0
47:53.4,0,0,0.3,0,0,0,30.44,0
47:53.6,0,0,0.29,0,0,0,30.44,0
47:53.7,0,0,0.3,0,0,0,30.44,0
47:53.8,0,0,0.31,0,0,0,30.44,0
47:54.0,0,0,0.3,0,0,0,30.44,0
47:54.1,0,0,0.31,0,0,0,30.44,0
47:54.3,0,0,0.31,0,0,0,30.44,0
47:54.4,0,0,0.3,0,0,0,30.44,0
47:54.7,0,0,0.3,0,0,0,30.44,0
47:54.8,0,0,0.3,0,0,0,30.44,0
47:54.9,0,0,0.31,0,0,0,30.44,0
47:55.1,0,0,0.31,0,0,0,30.44,0
47:55.2,0,0,0.31,0,0,0,30.44,0
47:55.3,0,0,0.31,0,0,0,30.44,0
47:55.4,0,0,0.3,0,0,0,30.44,0
47:55.5,0,0,0.3,0,0,0,30.44,0
47:55.6,0,0,0.31,0,0,0,30.44,0
47:55.9,0,0,0.31,0,0,0,30.44,0
47:56.0,0,0,0.3,0,0,0,30.44,0
47:56.1,0,0,0.31,0,0,0,30.44,0
47:56.2,0,0,0.3,0,0,0,30.44,0
47:56.3,0,0,0.3,0,0,0,30.44,0
47:56.4,0,0,0.31,0,0,0,30.44,0
47:56.5,0,0,0.32,0,0,0,30.44,0
47:56.6,0,0,0.29,0,0,0,30.44,0
47:56.7,0,0,0.31,0,0,0,30.44,0
47:56.9,0,0,0.31,0,0,0,30.44,0
47:57.0,0,0,0.31,0,0,0,30.44,0
47:57.1,0,0,0.31,0,0,0,30.44,0
47:57.2,0,0,0.31,0,0,0,30.44,0
47:57.5,0,0,0.32,0,0,0,30.44,0
47:57.5,0,0,0.3,0,0,0,30.44,0
47:57.8,0,0,0.31,0,0,0,30.44,0
47:57.8,0,0,0.3,0,0,0,30.44,0
47:57.9,0,0,0.3,0,0,0,30.44,0
47:58.0,0,0,0.3,0,0,0,30.44,0
47:58.2,0,0,0.3,0,0,0,30.44,0
47:58.3,0,0,0.31,0,0,0,30.44,0
47:58.4,0,0,0.3,0,0,0,30.44,0
47:58.5,0,0,0.3,0,0,0,30.44,0
47:58.6,0,0,0.3,0,0,0,30.44,0
47:58.7,0,0,0.3,0,0,0,30.44,0
47:58.9,0,0,0.29,0,0,0,30.44,0
47:59.0,0,0,0.3,0,0,0,30.44,0
47:59.1,0,0,0.31,0,0,0,30.44,0
47:59.1,0,0,0.3,0,0,0,30.44,0
47:59.3,0,0,0.32,0,0,0,30.44,0
47:59.4,0,0,0.32,0,0,0,30.44,0
47:59.5,0,0,0.3,0,0,0,30.44,0
47:59.7,0,0,0.3,0,0,0,30.44,0
47:59.8,0,0,0.31,0,0,0,30.44,0
48:00.1,0,0,0.3,0,0,0,30.44,0
48:00.1,0,0,0.3,0,0,0,30.44,0
48:00.4,0,0,0.3,0,0,0,30.44,0
48:00.5,0,0,0.31,0,0,0,30.44,0
48:00.6,0,0,0.3,0,0,0,30.44,0
48:00.7,0,0,0.3,0,0,0,30.44,0
48:00.8,0,0,0.3,0,0,0,30.44,0
48:00.9,0,0,0.31,0,0,0,30.44,0
48:01.1,0,0,0.3,0,0,0,30.44,0
48:01.1,0,0,0.3,0,0,0,30.44,0
48:01.4,0,0,0.3,0,0,0,30.44,0
48:01.4,0,0,0.31,0,0,0,30.44,0
48:01.7,0,0,0.3,0,0,0,30.44,0
48:01.8,0,0,0.3,0,0,0,30.44,0
48:01.9,0,0,0.3,0,0,0,30.44,0
48:02.0,0,0,0.31,0,0,0,30.44,0
48:02.1,0,0,0.31,0,0,0,30.44,0
48:02.4,0,0,0.29,0,0,0,30.44,0
48:02.4,0,0,0.3,0,0,0,30.44,0
48:02.5,0,0,0.31,0,0,0,30.44,0
48:02.7,0,0,0.3,0,0,0,30.44,0
48:02.8,0,0,0.32,0,0,0,30.44,0
48:03.0,0,0,0.3,0,0,0,30.44,0
48:03.1,0,0,0.3,0,0,0,30.44,0
48:03.4,0,0,0.3,0,0,0,30.44,0
48:03.4,0,0,0.3,0,0,0,30.44,0
48:03.7,0,0,0.31,0,0,0,30.44,0
48:03.7,0,0,0.31,0,0,0,30.44,0
48:03.9,0,0,0.3,0,0,0,30.44,0
48:04.0,0,0,0.3,0,0,0,30.44,0
48:04.1,0,0,0.31,0,0,0,30.44,0
48:04.2,0,0,0.31,0,0,0,30.44,0
48:04.4,0,0,0.31,0,0,0,30.44,0
48:04.4,0,0,0.31,0,0,0,30.44,0
48:04.5,0,0,0.3,0,0,0,30.44,0
48:04.6,0,0,0.3,0,0,0,30.44,0
48:04.9,0,0,0.3,0,0,0,30.44,0
48:04.9,0,0,0.3,0,0,0,30.44,0
48:05.1,0,0,0.31,0,0,0,30.44,0
48:05.2,0,0,0.3,0,0,0,30.44,0
48:05.3,0,0,0.3,0,0,0,30.44,0
48:05.4,0,0,0.3,0,0,0,30.44,0
48:05.6,0,0,0.3,0,0,0,30.44,0
48:05.7,0,0,0.31,0,0,0,30.44,0
48:05.8,0,0,0.31,0,0,0,30.44,0
48:06.0,0,0,0.3,0,0,0,30.44,0
48:06.1,0,0,0.3,0,0,0,30.44,0
48:06.4,0,0,0.31,0,0,0,30.44,0
48:06.5,0,0,0.31,0,0,0,30.44,0
48:06.6,0,0,0.3,0,0,0,30.44,0
48:06.7,0,0,0.3,0,0,0,30.44,0
48:06.8,0,0,0.31,0,0,0,30.44,0
48:07.0,0,0,0.3,0,0,0,30.44,0
48:07.1,0,0,0.3,0,0,0,30.44,0
48:07.2,0,0,0.3,0,0,0,30.44,0
48:07.2,0,0,0.31,0,0,0,30.44,0
48:07.4,0,0,0.31,0,0,0,30.44,0
48:07.5,0,0,0.31,0,0,0,30.44,0
48:07.6,0,0,0.3,0,0,0,30.44,0
48:07.7,0,0,0.3,0,0,0,30.44,0
48:07.8,0,0,0.3,0,0,0,30.44,0
48:08.0,0,0,0.3,0,0,0,30.44,0
48:08.0,0,0,0.31,0,0,0,30.44,0
48:08.1,0,0,0.31,0,0,0,30.44,0
48:08.4,0,0,0.32,0,0,0,30.44,0
48:08.4,0,0,0.3,0,0,0,30.44,0
48:08.5,0,0,0.31,0,0,0,30.44,0
48:08.8,0,0,0.3,0,0,0,30.44,0
48:08.8,0,0,0.31,0,0,0,30.44,0
48:08.9,0,0,0.3,0,0,0,30.44,0
48:09.1,0,0,0.3,0,0,0,30.44,0
48:09.2,0,0,0.3,0,0,0,30.44,0
48:09.3,0,0,0.29,0,0,0,30.44,0
48:09.4,0,0,0.3,0,0,0,30.44,0
48:09.6,0,0,0.31,0,0,0,30.44,0
48:09.7,0,0,0.3,0,0,0,30.44,0
48:09.8,0,0,0.3,0,0,0,30.44,0
48:09.9,0,0,0.31,0,0,0,30.44,0
48:10.0,0,0,0.3,0,0,0,30.44,0
48:10.1,0,0,0.3,0,0,0,30.44,0
48:10.2,0,0,0.29,0,0,0,30.44,0
48:10.4,0,0,0.31,0,0,0,30.44,0
48:10.5,0,0,0.3,0,0,0,30.44,0
48:10.5,0,0,0.31,0,0,0,30.44,0
48:10.6,0,0,0.3,0,0,0,30.44,0
48:10.8,0,0,0.31,0,0,0,30.44,0
48:10.9,0,0,0.3,0,0,0,30.44,0
48:10.9,0,0,0.29,0,0,0,30.44,0
48:11.1,0,0,0.31,0,0,0,30.44,0
48:11.3,0,0,0.3,0,0,0,30.44,0
48:11.4,0,0,0.3,0,0,0,30.44,0
48:11.6,0,0,0.3,0,0,0,30.44,0
48:11.7,0,0,0.31,0,0,0,30.44,0
48:12.6,0,0,0.3,0,0,0,30.44,0
48:12.7,0,0,0.3,0,0,0,30.44,0
48:12.8,0,0,0.31,0,0,0,30.44,0
48:12.9,0,0,0.3,0,0,0,30.44,0
48:13.0,0,0,0.3,0,0,0,30.44,0
48:13.0,0,0,0.3,0,0,0,30.44,0
48:13.2,0,0,0.3,0,0,0,30.44,0
48:13.3,0,0,0.31,0,0,0,30.44,0
48:13.6,0,0,0.3,0,0,0,30.44,0
48:13.9,0,0,0.3,0,0,0,30.44,0
48:14.2,0,0,0.3,0,0,0,30.44,0
48:14.6,0,0,0.3,0,0,0,30.44,0
